0	LOCS	07June2024									
1	A06	Newcastle	ZA0       	SOUTH AFRICA: SOUTH AFRICA (AL	City/Downtown	-27.7575	29.939166666666665	27 34 312 6452  		True	True	2	1	1	2	1	1	True	True	False	False	2734 318 6451	23 Paterson Street    	Newcastle 	2940     	NCS	True
1	A0N	Austin North Mopac	USTX      	TEXAS	Downtown/Off Airport	30.268888888888888	-97.74111111111111	512-371-1082    		True	False	1	1	1	2	1	1	True	True	False	False		1610 West 35th Street  Downtown 35th Street  	Austin 	78703    	AUS	True
1	A0P	Aix En Provence Tgv Med	FR0       	FRANCE: FRANCE MAINLAND	Railway/Bus Station	43.455000000000005	5.3172222222222221	0820611637      		False	True	1	1	2	2	1	1	False	True	False	False		Gare Tgv Mediterranee  Rd9  	Aix En Provence 	13592    	QXB	True
1	A14	Kathu Sishen	ZA0       	SOUTH AFRICA: SOUTH AFRICA (AL	City/Downtown	-27.700833333333332	23.038333333333334	27 53 723 1273  		True	True	2	1	1	3	1	3	True	True	False	False		Sioc Office Prk,blk B,ofce 1&2  Cnr Hendrk Van Eck&ian Flming  	Kathu 	9301     	SIS	True
1	A1B	Albuquerque New Mexico	USNM      	NEW MEXICO	Downtown/Off Airport	35.188333333333333	-106.66222222222223	505-792-4460    		True	False	2	1	1	2	1	1	True	True	False	False		9501 Coors Blvd Nw    	Albuquerque 	87114    	ABQ	True
1	A1L	Arboga City	SE0       	SWEDEN	Unmanned	59.389444444444443	15.847777777777779	+46 589-499996  		False	True	3	2	1	3	3	1	True	True	False	True		Bensingatan 1    	Arboga 	732 48   	ORB	True
1	A1N	Albuquerque Crown Plaza	USNM      	NEW MEXICO	Downtown/Off Airport	35.107777777777777	-106.62444444444444	505-884-6807    		True	False	2	1	1	2	1	1	True	True	False	False		1901 University Boulevard Ne  Crown Plaza Hotel  	Albuquerque 	87102    	ABQ	True
1	A1O	Ascoli Piceno City	IT0       	ITALY: ITALY MAINLAND	City/Downtown	42.852222222222224	13.59	0039073645986   		True	False	3	1	3	2	1	1	True	False	False	True		Via Pisa 4, Ascoli Piceno    	Ascoli Piceno 	63100    	PSR	True
1	A1V	Auckland Penrose	NZ0       	NEW ZEALAND	City/Downtown	-36.919444444444444	174.81777777777776	(64) 9 525 7359 		False	True	3	1	3	3	1	1	True	True	False	False		374 Church St  Penrose  	Auckland 	1061     	AKL	True
1	A1Y	Civitanova Marche Macerata	IT0       	ITALY: ITALY MAINLAND	City/Downtown	43.283055555555556	13.683611111111111	0733774822      		False	False	3	1	3	2	1	1	True	False	False	True		Via P Gobetti 134  Zona Ind.le A  	Civitanova Marche 	62012    	PSR	True
1	A23	Colonie Center Mall	USNY      	NEW YORK	Downtown/Off Airport	42.710277777777783	-73.816388888888881	518-459-3179    		True	False	1	1	1	2	1	3	True	True	False	False		131 Colonie Center  Colonie Center Mall Entrance 5  	Albany 	12205    	ALB	True
1	A2C	Algeciras	ES0       	SPAIN: SPAIN MAINLAND	City/Downtown	36.126666666666665	-5.4447222222222225	+34956602487    		True	True	1	1	2	2	1	1	True	False	False	True		Avenida Villanueva 3  Cadiz  	Algeciras 	11207    	AEI	True
1	A2D	Vadodara	IN0       	INDIA	City/Downtown	22.306944444444444	73.181111111111122	91-124-4724888  		False	True	1	1	1	1	1	1	False	False	True	False		C-15 Nageshwar Shopping Centre  Vip Road Vadodara  	Vadodara 	390018   	BDQ	True
1	A2G	Sucat	PH0       	PHILIPPINES	City/Downtown	14.450555555555555	121.03833333333333	63905-3164605   		False	True	1	1	1	1	1	1	True	False	False	False		Armstrong Compound  Villongco Drive Sucat  	Paranaque City 	1720     	MNL	False
1	A2M	Armidale City Centre	AU0       	AUSTRALIA	City/Downtown	-30.56527777777778	151.58138888888888	02 6772 6216    		False	True	1	1	1	3	1	1	False	True	False	False		32 Saumarez Rd    	Armidale Nsw 	2350     	ARM	False
